"Key","Group","CTACCT","CTDESC","Type","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Total","FERC","LABOR"
"KygerENV003-1-20-401-20-320-512-537-5","ENV","003-1-20-401-20-320-512-537-5","13.8KV SWITCHGEAR","Actual","-0.07","0","0","3252.14","0","-231.88","0","0","0","0","-0.1","0","3020.09","512-5","LABOR"
"KygerENV003-1-20-401-20-320-512-537-5","ENV","003-1-20-401-20-320-512-537-5","13.8KV SWITCHGEAR","Budget","0","0","0","0","0","0","0","0","0","0","0","0","0","512-5","LABOR"
"KygerENV003-1-20-401-20-320-512-537-5","ENV","003-1-20-401-20-320-512-537-5","13.8KV SWITCHGEAR","FcastActuals","-0.07","0","0","3252.14","0","-231.88","0","0","0","0","-0.1","0","3020.0899999999997","512-5","LABOR"
"KygerENV003-1-20-401-20-320-512-537-5","ENV","003-1-20-401-20-320-512-537-5","13.8KV SWITCHGEAR","Forecast","0","0","0","0","0","0","0","0","0","0","0","0","0","512-5","LABOR"
"KygerENV003-1-20-401-20-320-512-537-5","ENV","003-1-20-401-20-320-512-537-5","13.8KV SWITCHGEAR","Variance","-0.07","0","0","3252.14","0","-231.88","0","0","0","0","-0.1","0","3020.0899999999997","512-5","LABOR"
"KygerMAINT003-1-20-401-20-320-512-537-4","MAINT","003-1-20-401-20-320-512-537-4","13.8KV SWITCHGEAR","Actual","0","0","0.01","0","0","96.01","96.01","13500","0","0","96","1","13789.03","512-5","OTHER"
"KygerMAINT003-1-20-401-20-320-512-537-4","MAINT","003-1-20-401-20-320-512-537-4","13.8KV SWITCHGEAR","Budget","0","0","0","0","0","0","0","0","0","0","0","0","0","512-5","OTHER"
"KygerMAINT003-1-20-401-20-320-512-537-4","MAINT","003-1-20-401-20-320-512-537-4","13.8KV SWITCHGEAR","FcastActuals","0","0","0.01","0","0","96.01","96.01","13500","0","0","96","0","13788.03","512-5","OTHER"
"KygerMAINT003-1-20-401-20-320-512-537-4","MAINT","003-1-20-401-20-320-512-537-4","13.8KV SWITCHGEAR","Forecast","0","0","0","0","0","0","0","0","0","0","0","0","0","512-5","OTHER"
"KygerMAINT003-1-20-401-20-320-512-537-4","MAINT","003-1-20-401-20-320-512-537-4","13.8KV SWITCHGEAR","Variance","0","0","0.01","0","0","96.01","96.01","13500","0","0","96","0","13788.03","512-5","OTHER"
"KygerMAINT003-1-20-401-20-320-512-537-5","MAINT","003-1-20-401-20-320-512-537-5","13.8KV SWITCHGEAR","Actual","195.12","0","660.6","1843.78","142.02","-434.16","0","0","0","421.44","-210.72","0","2618.08","512-5","LABOR"
"KygerMAINT003-1-20-401-20-320-512-537-5","MAINT","003-1-20-401-20-320-512-537-5","13.8KV SWITCHGEAR","Budget","0","0","0","0","0","0","0","0","0","0","0","0","0","512-5","LABOR"
"KygerMAINT003-1-20-401-20-320-512-537-5","MAINT","003-1-20-401-20-320-512-537-5","13.8KV SWITCHGEAR","FcastActuals","195.12","0","660.6","1843.78","142.02","-434.16","0","0","0","421.44","-210.72","0","2618.0800000000004","512-5","LABOR"
"KygerMAINT003-1-20-401-20-320-512-537-5","MAINT","003-1-20-401-20-320-512-537-5","13.8KV SWITCHGEAR","Forecast","0","0","0","0","0","0","0","0","0","0","0","0","0","512-5","LABOR"
"KygerMAINT003-1-20-401-20-320-512-537-5","MAINT","003-1-20-401-20-320-512-537-5","13.8KV SWITCHGEAR","Variance","195.12","0","660.6","1843.78","142.02","-434.16","0","0","0","421.44","-210.72","0","2618.0800000000004","512-5","LABOR"
"KygerPLANNED-01003-1-20-401-20-320-512-537-5","PLANNED-01","003-1-20-401-20-320-512-537-5","13.8KV SWITCHGEAR","Actual","0","0","0","754.72","-348.96","0","0","0","0","0","0","0","405.76","512-5","LABOR"
"KygerPLANNED-01003-1-20-401-20-320-512-537-5","PLANNED-01","003-1-20-401-20-320-512-537-5","13.8KV SWITCHGEAR","Budget","0","0","0","0","0","0","0","0","0","0","0","0","0","512-5","LABOR"
"KygerPLANNED-01003-1-20-401-20-320-512-537-5","PLANNED-01","003-1-20-401-20-320-512-537-5","13.8KV SWITCHGEAR","FcastActuals","0","0","0","754.72","-348.96","0","0","0","0","0","0","0","405.76000000000005","512-5","LABOR"
"KygerPLANNED-01003-1-20-401-20-320-512-537-5","PLANNED-01","003-1-20-401-20-320-512-537-5","13.8KV SWITCHGEAR","Forecast","0","0","0","0","0","0","0","0","0","0","0","0","0","512-5","LABOR"
"KygerPLANNED-01003-1-20-401-20-320-512-537-5","PLANNED-01","003-1-20-401-20-320-512-537-5","13.8KV SWITCHGEAR","Variance","0","0","0","754.72","-348.96","0","0","0","0","0","0","0","405.76000000000005","512-5","LABOR"
"KygerPLANNED-05003-1-20-401-20-320-512-537-4","PLANNED-05","003-1-20-401-20-320-512-537-4","13.8KV SWITCHGEAR","Actual","0","0","0","0","28643.72","54925.29","0","-31450","440.8","0","0","0","52559.81","512-5","OTHER"
"KygerPLANNED-05003-1-20-401-20-320-512-537-4","PLANNED-05","003-1-20-401-20-320-512-537-4","13.8KV SWITCHGEAR","Budget","0","0","0","0","0","0","0","0","0","0","0","0","0","512-5","OTHER"
"KygerPLANNED-05003-1-20-401-20-320-512-537-4","PLANNED-05","003-1-20-401-20-320-512-537-4","13.8KV SWITCHGEAR","FcastActuals","0","0","0","0","28643.72","54925.29","0","-31450","440.8","0","0","0","52559.81000000001","512-5","OTHER"
"KygerPLANNED-05003-1-20-401-20-320-512-537-4","PLANNED-05","003-1-20-401-20-320-512-537-4","13.8KV SWITCHGEAR","Forecast","0","0","0","0","0","0","0","0","0","0","0","0","0","512-5","OTHER"
"KygerPLANNED-05003-1-20-401-20-320-512-537-4","PLANNED-05","003-1-20-401-20-320-512-537-4","13.8KV SWITCHGEAR","Variance","0","0","0","0","28643.72","54925.29","0","-31450","440.8","0","0","0","52559.81000000001","512-5","OTHER"
"KygerPLANNED-05003-1-20-401-20-320-512-537-5","PLANNED-05","003-1-20-401-20-320-512-537-5","13.8KV SWITCHGEAR","Actual","0","0","0","0","14667.68","-7543.79","0","0","0","0","0","0","7123.89","512-5","LABOR"
"KygerPLANNED-05003-1-20-401-20-320-512-537-5","PLANNED-05","003-1-20-401-20-320-512-537-5","13.8KV SWITCHGEAR","Budget","0","0","0","0","0","0","0","0","0","0","0","0","0","512-5","LABOR"
"KygerPLANNED-05003-1-20-401-20-320-512-537-5","PLANNED-05","003-1-20-401-20-320-512-537-5","13.8KV SWITCHGEAR","FcastActuals","0","0","0","0","14667.68","-7543.79","0","0","0","0","0","0","7123.89","512-5","LABOR"
"KygerPLANNED-05003-1-20-401-20-320-512-537-5","PLANNED-05","003-1-20-401-20-320-512-537-5","13.8KV SWITCHGEAR","Forecast","0","0","0","0","0","0","0","0","0","0","0","0","0","512-5","LABOR"
"KygerPLANNED-05003-1-20-401-20-320-512-537-5","PLANNED-05","003-1-20-401-20-320-512-537-5","13.8KV SWITCHGEAR","Variance","0","0","0","0","14667.68","-7543.79","0","0","0","0","0","0","7123.89","512-5","LABOR"
"KygerUNPLANNED003-1-20-401-20-320-512-537-4","UNPLANNED","003-1-20-401-20-320-512-537-4","13.8KV SWITCHGEAR","Actual","0","0","0","0","129.7","961.91","0","0","0","0","0","0","1091.61","512-5","OTHER"
"KygerUNPLANNED003-1-20-401-20-320-512-537-4","UNPLANNED","003-1-20-401-20-320-512-537-4","13.8KV SWITCHGEAR","Budget","0","0","0","0","0","0","0","0","0","0","0","0","0","512-5","OTHER"
"KygerUNPLANNED003-1-20-401-20-320-512-537-4","UNPLANNED","003-1-20-401-20-320-512-537-4","13.8KV SWITCHGEAR","FcastActuals","0","0","0","0","129.7","961.91","0","0","0","0","0","0","1091.61","512-5","OTHER"
"KygerUNPLANNED003-1-20-401-20-320-512-537-4","UNPLANNED","003-1-20-401-20-320-512-537-4","13.8KV SWITCHGEAR","Forecast","0","0","0","0","0","0","0","0","0","0","0","0","0","512-5","OTHER"
"KygerUNPLANNED003-1-20-401-20-320-512-537-4","UNPLANNED","003-1-20-401-20-320-512-537-4","13.8KV SWITCHGEAR","Variance","0","0","0","0","129.7","961.91","0","0","0","0","0","0","1091.61","512-5","OTHER"
"KygerUNPLANNED003-1-20-401-20-320-512-537-5","UNPLANNED","003-1-20-401-20-320-512-537-5","13.8KV SWITCHGEAR","Actual","0","0","0","0","0","0","4621.87","-2719.87","0","0","0","0","1902","512-5","LABOR"
"KygerUNPLANNED003-1-20-401-20-320-512-537-5","UNPLANNED","003-1-20-401-20-320-512-537-5","13.8KV SWITCHGEAR","Budget","0","0","0","0","0","0","0","0","0","0","0","0","0","512-5","LABOR"
"KygerUNPLANNED003-1-20-401-20-320-512-537-5","UNPLANNED","003-1-20-401-20-320-512-537-5","13.8KV SWITCHGEAR","FcastActuals","0","0","0","0","0","0","4621.87","-2719.87","0","0","0","0","1902","512-5","LABOR"
"KygerUNPLANNED003-1-20-401-20-320-512-537-5","UNPLANNED","003-1-20-401-20-320-512-537-5","13.8KV SWITCHGEAR","Forecast","0","0","0","0","0","0","0","0","0","0","0","0","0","512-5","LABOR"
"KygerUNPLANNED003-1-20-401-20-320-512-537-5","UNPLANNED","003-1-20-401-20-320-512-537-5","13.8KV SWITCHGEAR","Variance","0","0","0","0","0","0","4621.87","-2719.87","0","0","0","0","1902","512-5","LABOR"
"KygerLA003-1-20-401-20-320-513-213-5","LA","003-1-20-401-20-320-513-213-5","4160V SWITCHGEAR","Actual","0","0","0","0","0","0","0","0","0","0","0","0","0","513-2","LABOR"
"KygerLA003-1-20-401-20-320-513-213-5","LA","003-1-20-401-20-320-513-213-5","4160V SWITCHGEAR","Budget","13681.6658","12466.2516","13645.2268","27506.8192","13860.0622","13465.3695","13918.8639","14423.6348","14436.7135","14679.2281","14254.3047","14739.9315","181078.07160000002","513-2","LABOR"
"KygerLA003-1-20-401-20-320-513-213-5","LA","003-1-20-401-20-320-513-213-5","4160V SWITCHGEAR","FcastActuals","0","0","0","0","0","0","0","0","0","0","0","14739.9315","14739.9315","513-2","LABOR"
"KygerLA003-1-20-401-20-320-513-213-5","LA","003-1-20-401-20-320-513-213-5","4160V SWITCHGEAR","Forecast","13681.6658","12466.2516","13645.2268","27506.8192","13860.0622","13465.3696","13918.8639","14423.6348","14436.7136","14679.2282","14254.3048","14739.9315","181078.07200000001","513-2","LABOR"
"KygerLA003-1-20-401-20-320-513-213-5","LA","003-1-20-401-20-320-513-213-5","4160V SWITCHGEAR","Variance","-13681.6658","-12466.2516","-13645.2268","-27506.8192","-13860.0622","-13465.3696","-13918.8639","-14423.6348","-14436.7136","-14679.2282","-14254.3048","0","-166338.14010000002","513-2","LABOR"
"KygerMAINT003-1-20-401-20-320-513-213-4","MAINT","003-1-20-401-20-320-513-213-4","4160V SWITCHGEAR","Actual","0","0","2789","0","3928.64","0","0","96.2","10273.95","10479.89","0","6990.96","34558.64","513-2","OTHER"
"KygerMAINT003-1-20-401-20-320-513-213-4","MAINT","003-1-20-401-20-320-513-213-4","4160V SWITCHGEAR","Budget","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","48000","513-2","OTHER"
"KygerMAINT003-1-20-401-20-320-513-213-4","MAINT","003-1-20-401-20-320-513-213-4","4160V SWITCHGEAR","FcastActuals","0","0","2789","0","3928.64","0","0","96.2","10273.95","10479.89","0","0","27567.68","513-2","OTHER"
"KygerMAINT003-1-20-401-20-320-513-213-4","MAINT","003-1-20-401-20-320-513-213-4","4160V SWITCHGEAR","Forecast","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","0","44000","513-2","OTHER"
"KygerMAINT003-1-20-401-20-320-513-213-4","MAINT","003-1-20-401-20-320-513-213-4","4160V SWITCHGEAR","Variance","-4000","-4000","-1211","-4000","-71.36000000000013","-4000","-4000","-3903.8","6273.950000000001","6479.889999999999","-4000","0","-20432.32","513-2","OTHER"
"KygerMAINT003-1-20-401-20-320-513-213-5","MAINT","003-1-20-401-20-320-513-213-5","4160V SWITCHGEAR","Actual","0","700.92","202.88","0","0","439.28","1273.68","1719.24","2357.42","10970.62","-1990.16","-960.88","14713","513-2","LABOR"
"KygerMAINT003-1-20-401-20-320-513-213-5","MAINT","003-1-20-401-20-320-513-213-5","4160V SWITCHGEAR","Budget","0","0","0","0","0","0","0","0","0","0","0","0","0","513-2","LABOR"
"KygerMAINT003-1-20-401-20-320-513-213-5","MAINT","003-1-20-401-20-320-513-213-5","4160V SWITCHGEAR","FcastActuals","0","700.92","202.88","0","0","439.28","1273.68","1719.24","2357.42","10970.62","-1990.16","0","15673.880000000001","513-2","LABOR"
"KygerMAINT003-1-20-401-20-320-513-213-5","MAINT","003-1-20-401-20-320-513-213-5","4160V SWITCHGEAR","Forecast","0","0","0","0","0","0","0","0","0","0","0","0","0","513-2","LABOR"
"KygerMAINT003-1-20-401-20-320-513-213-5","MAINT","003-1-20-401-20-320-513-213-5","4160V SWITCHGEAR","Variance","0","700.92","202.88","0","0","439.28","1273.68","1719.24","2357.42","10970.62","-1990.16","0","15673.880000000001","513-2","LABOR"
"KygerPLANNED-02003-1-20-401-20-320-513-213-5","PLANNED-02","003-1-20-401-20-320-513-213-5","4160V SWITCHGEAR","Actual","0","0","0","0","811.52","0","0","0","0","0","0","0","811.52","513-2","LABOR"
"KygerPLANNED-02003-1-20-401-20-320-513-213-5","PLANNED-02","003-1-20-401-20-320-513-213-5","4160V SWITCHGEAR","Budget","0","0","0","0","0","0","0","0","0","0","0","0","0","513-2","LABOR"
"KygerPLANNED-02003-1-20-401-20-320-513-213-5","PLANNED-02","003-1-20-401-20-320-513-213-5","4160V SWITCHGEAR","FcastActuals","0","0","0","0","811.52","0","0","0","0","0","0","0","811.52","513-2","LABOR"
"KygerPLANNED-02003-1-20-401-20-320-513-213-5","PLANNED-02","003-1-20-401-20-320-513-213-5","4160V SWITCHGEAR","Forecast","0","0","0","0","0","0","0","0","0","0","0","0","0","513-2","LABOR"
"KygerPLANNED-02003-1-20-401-20-320-513-213-5","PLANNED-02","003-1-20-401-20-320-513-213-5","4160V SWITCHGEAR","Variance","0","0","0","0","811.52","0","0","0","0","0","0","0","811.52","513-2","LABOR"
"KygerENV003-1-20-401-20-320-512-538-5","ENV","003-1-20-401-20-320-512-538-5","4KV SWITCHGEAR","Actual","0.18","0","0","-958.19","0","0","0","0","0","0","0","0","-958.01","512-5","LABOR"
"KygerENV003-1-20-401-20-320-512-538-5","ENV","003-1-20-401-20-320-512-538-5","4KV SWITCHGEAR","Budget","0","0","0","0","0","0","0","0","0","0","0","0","0","512-5","LABOR"
"KygerENV003-1-20-401-20-320-512-538-5","ENV","003-1-20-401-20-320-512-538-5","4KV SWITCHGEAR","FcastActuals","0.18","0","0","-958.19","0","0","0","0","0","0","0","0","-958.0100000000001","512-5","LABOR"
"KygerENV003-1-20-401-20-320-512-538-5","ENV","003-1-20-401-20-320-512-538-5","4KV SWITCHGEAR","Forecast","0","0","0","0","0","0","0","0","0","0","0","0","0","512-5","LABOR"
"KygerENV003-1-20-401-20-320-512-538-5","ENV","003-1-20-401-20-320-512-538-5","4KV SWITCHGEAR","Variance","0.18","0","0","-958.19","0","0","0","0","0","0","0","0","-958.0100000000001","512-5","LABOR"
"KygerMAINT003-1-20-401-20-320-512-538-4","MAINT","003-1-20-401-20-320-512-538-4","4KV SWITCHGEAR","Actual","0","0","0","0","0","0","37.83","0","0","0","0","0","37.83","512-5","OTHER"
"KygerMAINT003-1-20-401-20-320-512-538-4","MAINT","003-1-20-401-20-320-512-538-4","4KV SWITCHGEAR","Budget","0","0","0","0","0","0","0","0","0","0","0","0","0","512-5","OTHER"
"KygerMAINT003-1-20-401-20-320-512-538-4","MAINT","003-1-20-401-20-320-512-538-4","4KV SWITCHGEAR","FcastActuals","0","0","0","0","0","0","37.83","0","0","0","0","0","37.83","512-5","OTHER"
"KygerMAINT003-1-20-401-20-320-512-538-4","MAINT","003-1-20-401-20-320-512-538-4","4KV SWITCHGEAR","Forecast","0","0","0","0","0","0","0","0","0","0","0","0","0","512-5","OTHER"
"KygerMAINT003-1-20-401-20-320-512-538-4","MAINT","003-1-20-401-20-320-512-538-4","4KV SWITCHGEAR","Variance","0","0","0","0","0","0","37.83","0","0","0","0","0","37.83","512-5","OTHER"
"KygerMAINT003-1-20-401-20-320-512-538-5","MAINT","003-1-20-401-20-320-512-538-5","4KV SWITCHGEAR","Actual","-517.17","0","1843.92","-765.6","0","0","986","4681.96","-259.68","0","0","0","5969.43","512-5","LABOR"
"KygerMAINT003-1-20-401-20-320-512-538-5","MAINT","003-1-20-401-20-320-512-538-5","4KV SWITCHGEAR","Budget","0","0","0","0","0","0","0","0","0","0","0","0","0","512-5","LABOR"
"KygerMAINT003-1-20-401-20-320-512-538-5","MAINT","003-1-20-401-20-320-512-538-5","4KV SWITCHGEAR","FcastActuals","-517.17","0","1843.92","-765.6","0","0","986","4681.96","-259.68","0","0","0","5969.43","512-5","LABOR"
"KygerMAINT003-1-20-401-20-320-512-538-5","MAINT","003-1-20-401-20-320-512-538-5","4KV SWITCHGEAR","Forecast","0","0","0","0","0","0","0","0","0","0","0","0","0","512-5","LABOR"
"KygerMAINT003-1-20-401-20-320-512-538-5","MAINT","003-1-20-401-20-320-512-538-5","4KV SWITCHGEAR","Variance","-517.17","0","1843.92","-765.6","0","0","986","4681.96","-259.68","0","0","0","5969.43","512-5","LABOR"
"KygerMAINT003-1-20-401-20-320-513-284-4","MAINT","003-1-20-401-20-320-513-284-4","4KV TRANSFORMER","Actual","0","0","0","0","0","0","0","0","0","0","0","0","0","513-2","OTHER"
"KygerMAINT003-1-20-401-20-320-513-284-4","MAINT","003-1-20-401-20-320-513-284-4","4KV TRANSFORMER","Budget","0","0","0","0","0","0","0","0","0","0","0","0","0","513-2","OTHER"
"KygerMAINT003-1-20-401-20-320-513-284-4","MAINT","003-1-20-401-20-320-513-284-4","4KV TRANSFORMER","FcastActuals","0","0","0","0","0","0","0","0","0","0","0","0","0","513-2","OTHER"
"KygerMAINT003-1-20-401-20-320-513-284-4","MAINT","003-1-20-401-20-320-513-284-4","4KV TRANSFORMER","Forecast","0","0","0","0","0","0","0","0","0","0","0","0","0","513-2","OTHER"
"KygerMAINT003-1-20-401-20-320-513-284-4","MAINT","003-1-20-401-20-320-513-284-4","4KV TRANSFORMER","Variance","0","0","0","0","0","0","0","0","0","0","0","0","0","513-2","OTHER"
"KygerMAINT003-1-20-401-20-320-513-284-5","MAINT","003-1-20-401-20-320-513-284-5","4KV TRANSFORMER","Actual","0","284.82","0","0","0","0","0","0","0","0","0","0","284.82","513-2","LABOR"
"KygerMAINT003-1-20-401-20-320-513-284-5","MAINT","003-1-20-401-20-320-513-284-5","4KV TRANSFORMER","Budget","0","0","0","0","0","0","0","0","0","0","0","0","0","513-2","LABOR"
"KygerMAINT003-1-20-401-20-320-513-284-5","MAINT","003-1-20-401-20-320-513-284-5","4KV TRANSFORMER","FcastActuals","0","284.82","0","0","0","0","0","0","0","0","0","0","284.82","513-2","LABOR"
"KygerMAINT003-1-20-401-20-320-513-284-5","MAINT","003-1-20-401-20-320-513-284-5","4KV TRANSFORMER","Forecast","0","0","0","0","0","0","0","0","0","0","0","0","0","513-2","LABOR"
"KygerMAINT003-1-20-401-20-320-513-284-5","MAINT","003-1-20-401-20-320-513-284-5","4KV TRANSFORMER","Variance","0","284.82","0","0","0","0","0","0","0","0","0","0","284.82","513-2","LABOR"
"KygerMAINT003-1-20-401-20-320-513-211-4","MAINT","003-1-20-401-20-320-513-211-4","550V SWITCHGEAR","Actual","0","0","0","0","0.04","0.01","0.01","0.01","0","6057","0","600.11","6657.18","513-2","OTHER"
"KygerMAINT003-1-20-401-20-320-513-211-4","MAINT","003-1-20-401-20-320-513-211-4","550V SWITCHGEAR","Budget","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","48000","513-2","OTHER"
"KygerMAINT003-1-20-401-20-320-513-211-4","MAINT","003-1-20-401-20-320-513-211-4","550V SWITCHGEAR","FcastActuals","0","0","0","0","0.04","0.01","0.01","0.01","0","6057","0","0","6057.07","513-2","OTHER"
"KygerMAINT003-1-20-401-20-320-513-211-4","MAINT","003-1-20-401-20-320-513-211-4","550V SWITCHGEAR","Forecast","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","0","44000","513-2","OTHER"
"KygerMAINT003-1-20-401-20-320-513-211-4","MAINT","003-1-20-401-20-320-513-211-4","550V SWITCHGEAR","Variance","-4000","-4000","-4000","-4000","-3999.96","-3999.99","-3999.99","-3999.99","-4000","2057","-4000","0","-41942.92999999999","513-2","OTHER"
"KygerMAINT003-1-20-401-20-320-513-211-5","MAINT","003-1-20-401-20-320-513-211-5","550V SWITCHGEAR","Actual","2344.15","507.6","693.84","-648.63","0","0","565.96","-276.22","0","210.72","0","842.88","4240.3","513-2","LABOR"
"KygerMAINT003-1-20-401-20-320-513-211-5","MAINT","003-1-20-401-20-320-513-211-5","550V SWITCHGEAR","Budget","0","0","0","0","0","0","0","0","0","0","0","0","0","513-2","LABOR"
"KygerMAINT003-1-20-401-20-320-513-211-5","MAINT","003-1-20-401-20-320-513-211-5","550V SWITCHGEAR","FcastActuals","2344.15","507.6","693.84","-648.63","0","0","565.96","-276.22","0","210.72","0","0","3397.4199999999996","513-2","LABOR"
"KygerMAINT003-1-20-401-20-320-513-211-5","MAINT","003-1-20-401-20-320-513-211-5","550V SWITCHGEAR","Forecast","0","0","0","0","0","0","0","0","0","0","0","0","0","513-2","LABOR"
"KygerMAINT003-1-20-401-20-320-513-211-5","MAINT","003-1-20-401-20-320-513-211-5","550V SWITCHGEAR","Variance","2344.15","507.6","693.84","-648.63","0","0","565.96","-276.22","0","210.72","0","0","3397.4199999999996","513-2","LABOR"
"KygerUNPLANNED003-1-20-401-20-320-513-211-4","UNPLANNED","003-1-20-401-20-320-513-211-4","550V SWITCHGEAR","Actual","0","0","0","0","0","0","0","0","0","0","0","0","0","513-2","OTHER"
"KygerUNPLANNED003-1-20-401-20-320-513-211-4","UNPLANNED","003-1-20-401-20-320-513-211-4","550V SWITCHGEAR","Budget","0","0","0","0","0","0","0","0","0","0","0","0","0","513-2","OTHER"
"KygerUNPLANNED003-1-20-401-20-320-513-211-4","UNPLANNED","003-1-20-401-20-320-513-211-4","550V SWITCHGEAR","FcastActuals","0","0","0","0","0","0","0","0","0","0","0","0","0","513-2","OTHER"
"KygerUNPLANNED003-1-20-401-20-320-513-211-4","UNPLANNED","003-1-20-401-20-320-513-211-4","550V SWITCHGEAR","Forecast","0","0","0","0","0","0","0","0","0","0","0","0","0","513-2","OTHER"
"KygerUNPLANNED003-1-20-401-20-320-513-211-4","UNPLANNED","003-1-20-401-20-320-513-211-4","550V SWITCHGEAR","Variance","0","0","0","0","0","0","0","0","0","0","0","0","0","513-2","OTHER"
"KygerUNPLANNED003-1-20-401-20-320-513-211-5","UNPLANNED","003-1-20-401-20-320-513-211-5","550V SWITCHGEAR","Actual","0","0","644.78","0","0","0","0","811.52","0","0","0","0","1456.3","513-2","LABOR"
"KygerUNPLANNED003-1-20-401-20-320-513-211-5","UNPLANNED","003-1-20-401-20-320-513-211-5","550V SWITCHGEAR","Budget","0","0","0","0","0","0","0","0","0","0","0","0","0","513-2","LABOR"
"KygerUNPLANNED003-1-20-401-20-320-513-211-5","UNPLANNED","003-1-20-401-20-320-513-211-5","550V SWITCHGEAR","FcastActuals","0","0","644.78","0","0","0","0","811.52","0","0","0","0","1456.3","513-2","LABOR"
"KygerUNPLANNED003-1-20-401-20-320-513-211-5","UNPLANNED","003-1-20-401-20-320-513-211-5","550V SWITCHGEAR","Forecast","0","0","0","0","0","0","0","0","0","0","0","0","0","513-2","LABOR"
"KygerUNPLANNED003-1-20-401-20-320-513-211-5","UNPLANNED","003-1-20-401-20-320-513-211-5","550V SWITCHGEAR","Variance","0","0","644.78","0","0","0","0","811.52","0","0","0","0","1456.3","513-2","LABOR"
"KygerMAINT003-1-20-401-20-320-514-022-4","MAINT","003-1-20-401-20-320-514-022-4","AIR DRYERS CONTROLS","Actual","0","0","0","0","0","0","0","0","0","377.5","215.6","0","593.1","514","OTHER"
"KygerMAINT003-1-20-401-20-320-514-022-4","MAINT","003-1-20-401-20-320-514-022-4","AIR DRYERS CONTROLS","Budget","0","45000","25000","8000","0","2000","2000","0","25000","2000","2000","0","111000","514","OTHER"
"KygerMAINT003-1-20-401-20-320-514-022-4","MAINT","003-1-20-401-20-320-514-022-4","AIR DRYERS CONTROLS","FcastActuals","0","0","0","0","0","0","0","0","0","377.5","215.6","0","593.1","514","OTHER"
"KygerMAINT003-1-20-401-20-320-514-022-4","MAINT","003-1-20-401-20-320-514-022-4","AIR DRYERS CONTROLS","Forecast","0","45000","0","8000","0","2000","2000","35000","0","2000","2000","0","96000","514","OTHER"
"KygerMAINT003-1-20-401-20-320-514-022-4","MAINT","003-1-20-401-20-320-514-022-4","AIR DRYERS CONTROLS","Variance","0","-45000","0","-8000","0","-2000","-2000","-35000","0","-1622.5","-1784.4","0","-110406.9","514","OTHER"
"KygerMAINT003-1-20-401-20-320-514-022-5","MAINT","003-1-20-401-20-320-514-022-5","AIR DRYERS CONTROLS","Actual","0","319.65","1446.52","-148.15","0","0","0","130.96","-51.11","0","421.64","0","2119.51","514","LABOR"
"KygerMAINT003-1-20-401-20-320-514-022-5","MAINT","003-1-20-401-20-320-514-022-5","AIR DRYERS CONTROLS","Budget","0","0","0","0","0","0","0","0","0","0","0","0","0","514","LABOR"
"KygerMAINT003-1-20-401-20-320-514-022-5","MAINT","003-1-20-401-20-320-514-022-5","AIR DRYERS CONTROLS","FcastActuals","0","319.65","1446.52","-148.15","0","0","0","130.96","-51.11","0","421.64","0","2119.51","514","LABOR"
"KygerMAINT003-1-20-401-20-320-514-022-5","MAINT","003-1-20-401-20-320-514-022-5","AIR DRYERS CONTROLS","Forecast","0","0","0","0","0","0","0","0","0","0","0","0","0","514","LABOR"
"KygerMAINT003-1-20-401-20-320-514-022-5","MAINT","003-1-20-401-20-320-514-022-5","AIR DRYERS CONTROLS","Variance","0","319.65","1446.52","-148.15","0","0","0","130.96","-51.11","0","421.64","0","2119.51","514","LABOR"
"KygerMAINT003-1-20-401-20-320-512-203-4","MAINT","003-1-20-401-20-320-512-203-4","AIR PREHEATERS","Actual","14534.74","263.37","13576.81","-3552.98","5624.16","1889.05","9688.75","3967.81","17499.15","1072.57","4642.77","12230.95","81437.15","512-2","OTHER"
"KygerMAINT003-1-20-401-20-320-512-203-4","MAINT","003-1-20-401-20-320-512-203-4","AIR PREHEATERS","Budget","5700","5700","5700","5700","5700","5700","5700","5700","5700","5700","5700","5700","68400","512-2","OTHER"
"KygerMAINT003-1-20-401-20-320-512-203-4","MAINT","003-1-20-401-20-320-512-203-4","AIR PREHEATERS","FcastActuals","14534.74","263.37","13576.81","-3552.98","5624.16","1889.05","9688.75","3967.81","17499.15","1072.57","4642.77","5700","74906.2","512-2","OTHER"
"KygerMAINT003-1-20-401-20-320-512-203-4","MAINT","003-1-20-401-20-320-512-203-4","AIR PREHEATERS","Forecast","5700","5700","5700","5700","5700","5700","5700","5700","5700","5700","5700","5700","68400","512-2","OTHER"
"KygerMAINT003-1-20-401-20-320-512-203-4","MAINT","003-1-20-401-20-320-512-203-4","AIR PREHEATERS","Variance","8834.74","-5436.63","7876.8099999999995","-9252.98","-75.84000000000015","-3810.95","3988.75","-1732.19","11799.150000000001","-4627.43","-1057.2299999999996","0","6506.200000000001","512-2","OTHER"
